"x1","y1"
0.0594596110706807,-0.794968254744091
0.0256764979290202,-0.850631224305446
-0.0230873921260869,-0.970837359869203
-0.022872367309926,-1.10650939061537
-0.0260123063381682,-1.16487637682827
-0.135569715098682,-1.24104099575847
-0.189062179354494,-1.26643185844908
-0.399855192248662,-1.27360876848982
-0.552551320044444,-1.25325506988067
-0.721074007031434,-1.20719393086053
-0.890920639030705,-1.14748441453846
-1.00648185249677,-1.10524642823628
-1.18611823660823,-1.04885447492435
-1.29914823716464,-0.997722798995418
-1.45257265199528,-0.905302655121285
-1.55227370910084,-0.842051650215433
-1.67204019246579,-0.762376671998516
-1.76817098389704,-0.708194826624036
-1.8932660926986,-0.579515334585683
-1.95775091383267,-0.48377186006474
-2.08649173387997,-0.357363098323581
-2.20845317609701,-0.26871684659215
-2.3139672138368,-0.158297974532056
-2.32745003333353,-0.0829711383011252
-2.35381135264409,0.0118902676746131
-2.36745496138713,0.0979193696855612
-2.35502035186429,0.197293675715051
-2.25623580003831,0.326548026032156
-2.12606464928688,0.489165928550658
-2.0256003259207,0.638503192092731
-1.87179145717859,0.750583187710919
-1.80821115987347,0.880659281948052
-1.74793206444631,0.970386308000999
-1.64438215919393,1.03594347182763
-1.51238518781302,1.08994003317458
-1.33565451571863,1.17034945717493
-1.25944029054241,1.19088255590707
-1.11046159880813,1.2598754739375
-0.984278403216677,1.30696977864878
-0.744543870460843,1.3491059184602
-0.621856690520617,1.32965775217233
-0.440222071459831,1.37596774912509
-0.341438544704303,1.36098507324073
-0.14140395547861,1.39155120667832
0.0768792911134174,1.39261667647201
0.241298911410043,1.39805210271331
0.398753037002581,1.39835055380569
0.0647869096926523,1.04367192169021
0.0649989821496732,0.971152484648981
0.0464931754877705,0.848058113542715
0.0525096203734642,0.689263691737651
0.0424162820113019,0.578273636813979
0.0679554899167635,0.473154452737371
0.0811424634255823,0.316414417325634
0.0905517744252056,0.252785533610856
0.105491065784245,0.20176177027457
0.0906717048189069,0.142136771313528
0.0955772205303124,0.019158349235517
0.0985496214471783,-0.0413125898753294
0.126359192721208,-0.15191031781718
0.115196690835357,-0.257539447861127
0.122195618466381,-0.353115092263056
0.122357302165692,-0.477324504983101
0.108772652743312,-0.603148722424649
0.0762581144989881,-0.724137519523795
0.0594596110706807,-0.794968254744091
